Seed,LR,BatchSize,Epochs,WeightDecay,Best_Val_AUC,Test_AUC_at_Best_Val
0,0.0001,32,20,0,0.6411586361674445,0.6282335449622418
1,0.0001,32,20,0,0.5996450389524839,0.617111650656181
2,0.0001,32,20,0,0.6273254426522927,0.6338952676936657
