Seed,LR,BatchSize,Epochs,WeightDecay,Best_Val_AUC,Test_AUC_at_Best_Val
0,1e-05,32,100,0,0.9967283889819101,0.9698597643624232
1,1e-05,32,100,0,0.9898232049640501,0.9559830396552325
2,1e-05,32,100,0,0.9831921599527234,0.9789776874152851
