Seed,LR,BatchSize,Epochs,WeightDecay,Best_Val_AUC,Test_AUC_at_Best_Val
0,0.0001,32,20,0,0.972096758004617,0.7406442901234568
1,0.0001,32,20,0,0.9782194118237478,0.7289737654320988
2,0.0001,32,20,0,0.9790223828164207,0.7408371913580247
